"lambda","phi","eta","start","end","type"
3,0.1,0.6,37811,37811,"conserved"
3,0.1,0.6,37813,37813,"acc"
3,0.1,0.6,37815,37815,"conserved"
3,0.1,0.6,37817,37817,"conserved"
3,0.1,0.6,37819,37819,"acc"
3,0.1,0.6,37821,37821,"conserved"
3,0.1,0.6,37823,37823,"conserved"
3,0.1,0.6,37825,37825,"acc"
3,0.1,0.6,37827,37827,"conserved"
3,0.1,0.6,37829,37829,"acc"
3,0.1,0.6,37831,37831,"acc"
3,0.1,0.6,37833,37833,"conserved"
3,0.1,0.6,37835,37835,"conserved"
3,0.1,0.6,37837,37837,"conserved"
3,0.1,0.6,37839,37839,"acc"
3,0.1,0.6,37841,37841,"conserved"
3,0.1,0.6,37843,37843,"conserved"
3,0.1,0.6,37845,37845,"acc"
3,0.1,0.6,37847,37847,"conserved"
3,0.1,0.6,37849,37849,"conserved"
3,0.1,0.6,37851,37851,"acc"
3,0.1,0.6,37853,37853,"conserved"
3,0.1,0.6,37855,37855,"conserved"
3,0.1,0.6,37857,37857,"conserved"
3,0.1,0.6,37859,37859,"acc"
3,0.1,0.6,37861,37862,"conserved"
3,0.1,0.6,37864,37864,"conserved"
3,0.1,0.6,37866,37866,"conserved"
3,0.1,0.6,37868,37868,"acc"
3,0.1,0.6,37870,37870,"acc"
3,0.1,0.6,37872,37872,"conserved"
3,0.1,0.6,37874,37874,"conserved"
3,0.1,0.6,37876,37876,"conserved"
3,0.1,0.6,37878,37878,"acc"
3,0.1,0.6,37880,37880,"conserved"
3,0.1,0.6,37882,37882,"acc"
3,0.1,0.6,37884,37884,"acc"
3,0.1,0.6,37886,37886,"acc"
3,0.1,0.6,37888,37888,"conserved"
3,0.1,0.6,37890,37890,"acc"
3,0.1,0.6,37892,37892,"conserved"
3,0.1,0.6,37894,37894,"conserved"
3,0.1,0.6,37896,37896,"conserved"
3,0.1,0.6,37898,37898,"conserved"
3,0.1,0.6,37900,37900,"conserved"
3,0.1,0.6,37902,37902,"conserved"
3,0.1,0.6,37904,37904,"conserved"
3,0.1,0.6,37906,37906,"acc"
3,0.1,0.6,37908,37908,"conserved"
3,0.1,0.6,37910,37910,"conserved"
3,0.1,0.6,37912,37912,"acc"
3,0.1,0.6,37914,37914,"acc"
3,0.1,0.6,37916,37916,"conserved"
3,0.1,0.6,37918,37918,"conserved"
3,0.1,0.6,37920,37920,"acc"
3,0.1,0.6,37922,37922,"conserved"
3,0.1,0.6,37924,37924,"conserved"
3,0.1,0.6,37926,37926,"acc"
3,0.1,0.6,37928,37928,"conserved"
3,0.1,0.6,37930,37930,"conserved"
3,0.1,0.6,37932,37932,"conserved"
3,0.1,0.6,37934,37934,"acc"
3,0.1,0.6,37936,37936,"acc"
3,0.1,0.6,37938,37938,"conserved"
3,0.1,0.6,37940,37940,"conserved"
3,0.1,0.6,37942,37942,"conserved"
3,0.1,0.6,37944,37944,"conserved"
3,0.1,0.6,37946,37946,"acc"
3,0.1,0.6,37948,37948,"conserved"
3,0.1,0.6,37950,37950,"conserved"
3,0.1,0.6,37952,37952,"conserved"
3,0.1,0.6,37954,37954,"acc"
3,0.1,0.6,37956,37956,"conserved"
3,0.1,0.6,37958,37958,"acc"
3,0.1,0.6,37960,37960,"acc"
3,0.1,0.6,37962,37962,"conserved"
3,0.1,0.6,37964,37964,"conserved"
3,0.1,0.6,37966,37966,"conserved"
3,0.1,0.6,37968,37968,"conserved"
3,0.1,0.6,37970,37970,"conserved"
3,0.1,0.6,37972,37972,"acc"
3,0.1,0.6,37974,37974,"acc"
3,0.1,0.6,37976,37976,"conserved"
3,0.1,0.6,37978,37978,"conserved"
3,0.1,0.6,37980,37980,"conserved"
3,0.1,0.6,37982,37982,"acc"
3,0.1,0.6,37984,37984,"conserved"
3,0.1,0.6,37986,37986,"conserved"
3,0.1,0.6,37988,37988,"conserved"
3,0.1,0.6,37990,37990,"conserved"
3,0.1,0.6,37992,37992,"conserved"
3,0.1,0.6,37994,37994,"conserved"
3,0.1,0.6,37996,37996,"conserved"
3,0.1,0.6,37998,37998,"conserved"
3,0.1,0.6,38000,38000,"conserved"
3,0.1,0.6,38002,38002,"conserved"
3,0.1,0.6,38004,38004,"conserved"
3,0.1,0.6,38006,38006,"conserved"
3,0.1,0.6,38008,38008,"conserved"
3,0.1,0.6,38010,38010,"conserved"
3,0.1,0.6,38012,38012,"conserved"
3,0.1,0.6,38014,38014,"conserved"
3,0.1,0.6,38016,38016,"conserved"
3,0.1,0.6,38018,38018,"conserved"
3,0.1,0.6,38020,38020,"conserved"
3,0.1,0.6,38022,38022,"conserved"
3,0.1,0.6,38024,38024,"conserved"
3,0.1,0.6,38026,38026,"conserved"
3,0.1,0.6,38028,38028,"conserved"
3,0.1,0.6,38030,38030,"conserved"
3,0.1,0.6,38032,38032,"conserved"
3,0.1,0.6,38034,38034,"conserved"
3,0.1,0.6,38036,38036,"conserved"
3,0.1,0.6,38038,38038,"conserved"
3,0.1,0.6,38040,38040,"conserved"
3,0.1,0.6,38042,38042,"conserved"
3,0.1,0.6,38044,38044,"conserved"
3,0.1,0.6,38046,38046,"conserved"
3,0.1,0.6,38048,38048,"conserved"
3,0.1,0.6,38050,38050,"conserved"
3,0.1,0.6,38052,38052,"conserved"
3,0.1,0.6,38054,38054,"conserved"
3,0.1,0.6,38056,38056,"conserved"
3,0.1,0.6,38058,38058,"conserved"
3,0.1,0.6,38060,38060,"conserved"
3,0.1,0.6,38062,38062,"conserved"
3,0.1,0.6,38064,38064,"conserved"
3,0.1,0.6,38066,38066,"conserved"
3,0.1,0.6,38068,38068,"conserved"
3,0.1,0.6,38070,38070,"conserved"
3,0.1,0.6,38072,38072,"conserved"
3,0.1,0.6,38074,38074,"conserved"
3,0.1,0.6,38076,38076,"conserved"
3,0.1,0.6,38078,38078,"conserved"
3,0.1,0.6,38080,38080,"conserved"
3,0.1,0.6,38082,38082,"conserved"
3,0.1,0.6,38084,38084,"conserved"
3,0.1,0.6,38086,38086,"conserved"
3,0.1,0.6,38088,38088,"conserved"
3,0.1,0.6,38090,38090,"conserved"
3,0.1,0.6,38092,38092,"conserved"
3,0.1,0.6,38094,38094,"conserved"
3,0.1,0.6,38096,38096,"conserved"
3,0.1,0.6,38098,38098,"conserved"
3,0.1,0.6,38100,38100,"conserved"
3,0.1,0.6,38102,38102,"conserved"
3,0.1,0.6,38104,38104,"conserved"
3,0.1,0.6,38106,38106,"conserved"
3,0.1,0.6,38108,38108,"conserved"
3,0.1,0.6,38110,38110,"conserved"
3,0.1,0.6,38112,38112,"conserved"
3,0.1,0.6,38114,38114,"conserved"
3,0.1,0.6,38116,38116,"conserved"
3,0.1,0.6,38118,38118,"conserved"
3,0.1,0.6,38120,38120,"conserved"
3,0.1,0.6,38122,38122,"conserved"
3,0.1,0.6,38124,38124,"conserved"
3,0.1,0.6,38126,38126,"conserved"
3,0.1,0.6,38128,38128,"conserved"
3,0.1,0.6,38130,38130,"conserved"
3,0.1,0.6,38132,38132,"conserved"
3,0.1,0.6,38134,38134,"conserved"
3,0.1,0.6,38136,38136,"conserved"
3,0.1,0.6,38138,38138,"conserved"
3,0.1,0.6,38140,38140,"conserved"
3,0.1,0.6,38142,38142,"conserved"
3,0.1,0.6,38144,38144,"conserved"
3,0.1,0.6,38146,38146,"conserved"
3,0.1,0.6,38148,38148,"conserved"
3,0.1,0.6,38150,38150,"conserved"
3,0.1,0.6,38152,38152,"conserved"
3,0.1,0.6,38154,38154,"conserved"
3,0.1,0.6,38156,38156,"conserved"
3,0.1,0.6,38158,38158,"conserved"
3,0.1,0.6,38160,38160,"conserved"
3,0.1,0.6,38162,38162,"conserved"
3,0.1,0.6,38164,38164,"conserved"
3,0.1,0.6,38166,38166,"conserved"
3,0.1,0.6,38168,38168,"conserved"
3,0.1,0.6,38170,38170,"conserved"
3,0.1,0.6,38172,38172,"conserved"
3,0.1,0.6,38174,38174,"conserved"
3,0.1,0.6,38176,38176,"conserved"
3,0.1,0.6,38178,38178,"conserved"
3,0.1,0.6,38180,38180,"conserved"
3,0.1,0.6,38182,38182,"conserved"
3,0.1,0.6,38184,38184,"conserved"
3,0.1,0.6,38186,38186,"conserved"
3,0.1,0.6,38188,38188,"conserved"
3,0.1,0.6,38190,38190,"conserved"
3,0.1,0.6,38192,38192,"conserved"
3,0.1,0.6,38194,38194,"conserved"
3,0.1,0.6,38196,38196,"conserved"
3,0.1,0.6,38198,38198,"conserved"
3,0.1,0.6,38200,38200,"conserved"
3,0.1,0.6,38202,38202,"conserved"
3,0.1,0.6,38204,38204,"conserved"
3,0.1,0.6,38206,38206,"conserved"
3,0.1,0.6,38208,38208,"conserved"
3,0.1,0.6,38210,38210,"conserved"
3,0.1,0.6,38212,38212,"conserved"
3,0.1,0.6,38214,38214,"conserved"
3,0.1,0.6,38216,38216,"conserved"
3,0.1,0.6,38218,38218,"conserved"
3,0.1,0.6,38220,38220,"conserved"
3,0.1,0.6,38222,38222,"conserved"
3,0.1,0.6,38224,38224,"conserved"
3,0.1,0.6,38226,38226,"conserved"
3,0.1,0.6,38228,38228,"conserved"
3,0.1,0.6,38230,38230,"conserved"
3,0.1,0.6,38232,38232,"conserved"
3,0.1,0.6,38234,38234,"conserved"
3,0.1,0.6,38236,38236,"conserved"
3,0.1,0.6,38238,38238,"conserved"
3,0.1,0.6,38240,38240,"conserved"
3,0.1,0.6,38242,38242,"conserved"
3,0.1,0.6,38244,38244,"conserved"
3,0.1,0.6,38246,38246,"conserved"
3,0.1,0.6,38248,38248,"conserved"
3,0.1,0.6,38250,38250,"conserved"
3,0.1,0.6,38252,38252,"conserved"
3,0.1,0.6,38254,38254,"conserved"
3,0.1,0.6,38256,38256,"conserved"
3,0.1,0.6,38258,38258,"conserved"
3,0.1,0.6,38260,38260,"conserved"
3,0.1,0.6,38262,38262,"conserved"
3,0.1,0.6,38264,38264,"conserved"
3,0.1,0.6,38266,38266,"conserved"
3,0.1,0.6,38268,38268,"conserved"
3,0.1,0.6,38270,38270,"conserved"
3,0.1,0.6,38272,38272,"conserved"
3,0.1,0.6,38274,38274,"conserved"
3,0.1,0.6,38276,38276,"conserved"
3,0.1,0.6,38278,38278,"conserved"
3,0.1,0.6,38280,38280,"conserved"
3,0.1,0.6,38282,38282,"conserved"
3,0.1,0.6,38284,38284,"conserved"
3,0.1,0.6,38286,38286,"conserved"
3,0.1,0.6,38288,38288,"conserved"
3,0.1,0.6,38290,38290,"conserved"
3,0.1,0.6,38292,38292,"conserved"
3,0.1,0.6,38294,38294,"conserved"
3,0.1,0.6,38296,38296,"conserved"
3,0.1,0.6,38298,38298,"conserved"
3,0.1,0.6,38300,38300,"conserved"
3,0.1,0.6,38302,38302,"conserved"
3,0.1,0.6,38304,38304,"conserved"
3,0.1,0.6,38306,38306,"conserved"
3,0.1,0.6,38308,38308,"conserved"
3,0.1,0.6,38310,38310,"conserved"
3,0.1,0.6,38312,38312,"conserved"
3,0.1,0.6,38314,38314,"conserved"
3,0.1,0.6,38316,38316,"conserved"
3,0.1,0.6,38318,38318,"conserved"
3,0.1,0.6,38320,38320,"conserved"
3,0.1,0.6,38322,38322,"conserved"
3,0.1,0.6,38324,38324,"conserved"
3,0.1,0.6,38326,38326,"conserved"
3,0.1,0.6,38328,38328,"conserved"
3,0.1,0.6,38330,38330,"conserved"
3,0.1,0.6,38332,38332,"conserved"
3,0.1,0.6,38334,38334,"conserved"
3,0.1,0.6,38336,38336,"conserved"
3,0.1,0.6,38338,38338,"conserved"
3,0.1,0.6,38340,38340,"conserved"
3,0.1,0.6,38342,38342,"conserved"
3,0.1,0.6,38344,38344,"conserved"
3,0.1,0.6,38346,38346,"conserved"
3,0.1,0.6,38348,38348,"conserved"
3,0.1,0.6,38350,38350,"conserved"
3,0.1,0.6,38352,38352,"conserved"
3,0.1,0.6,38354,38354,"conserved"
3,0.1,0.6,38356,38356,"conserved"
3,0.1,0.6,38358,38358,"conserved"
3,0.1,0.6,38360,38360,"conserved"
3,0.1,0.6,38362,38362,"conserved"
3,0.1,0.6,38364,38364,"conserved"
3,0.1,0.6,38366,38366,"conserved"
3,0.1,0.6,38368,38368,"conserved"
3,0.1,0.6,38370,38370,"conserved"
3,0.1,0.6,38372,38372,"conserved"
3,0.1,0.6,38374,38374,"conserved"
3,0.1,0.6,38376,38376,"conserved"
3,0.1,0.6,38378,38378,"conserved"
3,0.1,0.6,38380,38380,"conserved"
3,0.1,0.6,38382,38382,"conserved"
3,0.1,0.6,38384,38384,"conserved"
3,0.1,0.6,38386,38386,"conserved"
3,0.1,0.6,38388,38388,"conserved"
3,0.1,0.6,38390,38390,"conserved"
3,0.1,0.6,38392,38392,"conserved"
3,0.1,0.6,38394,38394,"conserved"
3,0.1,0.6,38396,38396,"conserved"
3,0.1,0.6,38398,38398,"conserved"
3,0.1,0.6,38400,38400,"conserved"
3,0.1,0.6,38402,38402,"conserved"
3,0.1,0.6,38404,38404,"conserved"
3,0.1,0.6,38406,38406,"conserved"
3,0.1,0.6,38408,38408,"conserved"
3,0.1,0.6,38410,38410,"conserved"
3,0.1,0.6,38412,38412,"conserved"
3,0.1,0.6,38414,38414,"conserved"
3,0.1,0.6,38416,38416,"conserved"
3,0.1,0.6,38418,38418,"conserved"
3,0.1,0.6,38420,38420,"conserved"
3,0.1,0.6,38422,38422,"conserved"
3,0.1,0.6,38424,38424,"conserved"
3,0.1,0.6,38426,38426,"conserved"
3,0.1,0.6,38428,38428,"conserved"
3,0.1,0.6,38430,38430,"conserved"
3,0.1,0.6,38432,38432,"conserved"
3,0.1,0.6,38434,38434,"conserved"
3,0.1,0.6,38436,38436,"conserved"
3,0.1,0.6,38438,38438,"conserved"
3,0.1,0.6,38440,38440,"conserved"
3,0.1,0.6,38442,38442,"conserved"
3,0.1,0.6,38444,38444,"conserved"
3,0.1,0.6,38446,38446,"conserved"
3,0.1,0.6,38448,38448,"conserved"
3,0.1,0.6,38450,38450,"conserved"
3,0.1,0.6,38452,38452,"conserved"
3,0.1,0.6,38454,38454,"conserved"
3,0.1,0.6,38456,38456,"conserved"
3,0.1,0.6,38458,38458,"conserved"
3,0.1,0.6,38460,38460,"conserved"
3,0.1,0.6,38462,38462,"conserved"
3,0.1,0.6,38464,38464,"conserved"
3,0.1,0.6,38466,38466,"conserved"
3,0.1,0.6,38468,38468,"conserved"
3,0.1,0.6,38470,38470,"conserved"
3,0.1,0.6,38472,38472,"conserved"
3,0.1,0.6,38474,38474,"conserved"
3,0.1,0.6,38476,38476,"conserved"
3,0.1,0.6,38478,38478,"conserved"
3,0.1,0.6,38480,38480,"conserved"
3,0.1,0.6,38482,38482,"conserved"
3,0.1,0.6,38484,38484,"conserved"
3,0.1,0.6,38486,38486,"conserved"
3,0.1,0.6,38488,38488,"conserved"
3,0.1,0.6,38490,38490,"conserved"
3,0.1,0.6,38492,38492,"conserved"
3,0.1,0.6,38494,38494,"conserved"
3,0.1,0.6,38496,38496,"conserved"
3,0.1,0.6,38498,38498,"conserved"
3,0.1,0.6,38500,38500,"conserved"
3,0.1,0.6,38502,38502,"conserved"
3,0.1,0.6,38504,38504,"conserved"
3,0.1,0.6,38506,38506,"conserved"
3,0.1,0.6,38508,38508,"conserved"
3,0.1,0.6,38510,38510,"conserved"
3,0.1,0.6,38512,38512,"conserved"
3,0.1,0.6,38514,38514,"conserved"
3,0.1,0.6,38516,38516,"conserved"
3,0.1,0.6,38518,38518,"conserved"
3,0.1,0.6,38520,38520,"conserved"
3,0.1,0.6,38522,38522,"conserved"
3,0.1,0.6,38524,38524,"conserved"
3,0.1,0.6,38526,38526,"conserved"
3,0.1,0.6,38528,38528,"conserved"
3,0.1,0.6,38530,38530,"conserved"
3,0.1,0.6,38532,38532,"conserved"
3,0.1,0.6,38534,38534,"conserved"
3,0.1,0.6,38536,38536,"conserved"
3,0.1,0.6,38538,38538,"conserved"
3,0.1,0.6,38540,38540,"conserved"
3,0.1,0.6,38542,38542,"conserved"
3,0.1,0.6,38544,38544,"conserved"
3,0.1,0.6,38546,38546,"conserved"
3,0.1,0.6,38548,38548,"conserved"
3,0.1,0.6,38550,38550,"conserved"
3,0.1,0.6,38552,38552,"conserved"
3,0.1,0.6,38554,38554,"conserved"
3,0.1,0.6,38556,38556,"conserved"
3,0.1,0.6,38558,38558,"conserved"
3,0.1,0.6,38560,38560,"conserved"
3,0.1,0.6,38562,38562,"conserved"
3,0.1,0.6,38564,38564,"conserved"
3,0.1,0.6,38566,38566,"conserved"
3,0.1,0.6,38568,38568,"conserved"
3,0.1,0.6,38570,38570,"conserved"
3,0.1,0.6,38572,38572,"conserved"
3,0.1,0.6,38574,38574,"conserved"
3,0.1,0.6,38576,38576,"conserved"
3,0.1,0.6,38578,38578,"conserved"
3,0.1,0.6,38580,38580,"conserved"
3,0.1,0.6,38582,38582,"conserved"
3,0.1,0.6,38584,38584,"conserved"
3,0.1,0.6,38586,38586,"conserved"
3,0.1,0.6,38588,38588,"conserved"
3,0.1,0.6,38590,38590,"conserved"
3,0.1,0.6,38592,38592,"conserved"
3,0.1,0.6,38594,38594,"conserved"
3,0.1,0.6,38596,38596,"conserved"
3,0.1,0.6,38598,38598,"conserved"
3,0.1,0.6,38600,38600,"conserved"
3,0.1,0.6,38602,38602,"conserved"
3,0.1,0.6,38604,38604,"conserved"
3,0.1,0.6,38606,38606,"conserved"
3,0.1,0.6,38608,38608,"conserved"
3,0.1,0.6,38610,38610,"conserved"
3,0.1,0.6,38612,38612,"conserved"
3,0.1,0.6,38614,38614,"conserved"
3,0.1,0.6,38616,38616,"conserved"
3,0.1,0.6,38618,38618,"conserved"
3,0.1,0.6,38620,38620,"conserved"
3,0.1,0.6,38622,38622,"conserved"
3,0.1,0.6,38624,38624,"conserved"
3,0.1,0.6,38626,38626,"conserved"
3,0.1,0.6,38628,38628,"conserved"
3,0.1,0.6,38630,38630,"conserved"
3,0.1,0.6,38632,38632,"conserved"
3,0.1,0.6,38634,38634,"conserved"
3,0.1,0.6,38636,38636,"conserved"
3,0.1,0.6,38638,38638,"conserved"
3,0.1,0.6,38640,38640,"conserved"
3,0.1,0.6,38642,38642,"conserved"
3,0.1,0.6,38644,38644,"conserved"
3,0.1,0.6,38646,38646,"conserved"
3,0.1,0.6,38648,38648,"conserved"
3,0.1,0.6,38650,38650,"conserved"
3,0.1,0.6,38652,38652,"conserved"
3,0.1,0.6,38654,38654,"conserved"
3,0.1,0.6,38656,38656,"conserved"
3,0.1,0.6,38658,38658,"conserved"
3,0.1,0.6,38660,38660,"conserved"
3,0.1,0.6,38662,38662,"conserved"
3,0.1,0.6,38664,38664,"conserved"
3,0.1,0.6,38666,38666,"conserved"
3,0.1,0.6,38668,38668,"conserved"
3,0.1,0.6,38670,38670,"conserved"
3,0.1,0.6,38672,38672,"conserved"
3,0.1,0.6,38674,38674,"conserved"
3,0.1,0.6,38676,38676,"conserved"
3,0.1,0.6,38678,38678,"conserved"
3,0.1,0.6,38680,38680,"conserved"
3,0.1,0.6,38682,38682,"conserved"
3,0.1,0.6,38684,38684,"conserved"
3,0.1,0.6,38686,38686,"conserved"
3,0.1,0.6,38688,38688,"conserved"
3,0.1,0.6,38690,38690,"conserved"
3,0.1,0.6,38692,38692,"conserved"
3,0.1,0.6,38694,38694,"conserved"
3,0.1,0.6,38696,38696,"conserved"
3,0.1,0.6,38698,38698,"conserved"
3,0.1,0.6,38700,38700,"conserved"
3,0.1,0.6,38702,38702,"conserved"
3,0.1,0.6,38704,38704,"conserved"
3,0.1,0.6,38706,38706,"conserved"
3,0.1,0.6,38708,38708,"conserved"
3,0.1,0.6,38710,38710,"conserved"
3,0.1,0.6,38712,38712,"conserved"
3,0.1,0.6,38714,38714,"conserved"
3,0.1,0.6,38716,38716,"conserved"
3,0.1,0.6,38718,38718,"conserved"
3,0.1,0.6,38720,38720,"conserved"
3,0.1,0.6,38722,38722,"conserved"
3,0.1,0.6,38724,38724,"conserved"
3,0.1,0.6,38726,38726,"conserved"
3,0.1,0.6,38728,38728,"conserved"
3,0.1,0.6,38730,38730,"conserved"
3,0.1,0.6,38732,38732,"conserved"
3,0.1,0.6,38734,38734,"conserved"
3,0.1,0.6,38736,38736,"conserved"
3,0.1,0.6,38738,38738,"conserved"
3,0.1,0.6,38740,38740,"conserved"
3,0.1,0.6,38742,38742,"conserved"
3,0.1,0.6,38744,38744,"conserved"
3,0.1,0.6,38746,38746,"conserved"
3,0.1,0.6,38748,38748,"conserved"
3,0.1,0.6,38750,38750,"conserved"
3,0.1,0.6,38752,38752,"conserved"
3,0.1,0.6,38754,38754,"conserved"
3,0.1,0.6,38756,38756,"conserved"
3,0.1,0.6,38758,38758,"conserved"
3,0.1,0.6,38760,38760,"conserved"
3,0.1,0.6,38762,38762,"conserved"
3,0.1,0.6,38764,38764,"conserved"
3,0.1,0.6,38766,38766,"conserved"
3,0.1,0.6,38768,38768,"conserved"
3,0.1,0.6,38770,38770,"conserved"
3,0.1,0.6,38772,38772,"conserved"
3,0.1,0.6,38774,38774,"conserved"
3,0.1,0.6,38776,38776,"conserved"
3,0.1,0.6,38778,38778,"conserved"
3,0.1,0.6,38780,38780,"conserved"
3,0.1,0.6,38782,38782,"conserved"
3,0.1,0.6,38784,38784,"conserved"
3,0.1,0.6,38786,38786,"conserved"
3,0.1,0.6,38788,38788,"conserved"
3,0.1,0.6,38790,38790,"conserved"
3,0.1,0.6,38792,38792,"conserved"
3,0.1,0.6,38794,38794,"conserved"
3,0.1,0.6,38796,38796,"conserved"
3,0.1,0.6,38798,38798,"conserved"
3,0.1,0.6,38800,38800,"conserved"
3,0.1,0.6,38802,38802,"conserved"
3,0.1,0.6,38804,38804,"conserved"
3,0.1,0.6,38806,38806,"conserved"
3,0.1,0.6,38808,38808,"conserved"
3,0.1,0.6,38810,38810,"conserved"
3,0.1,0.6,38812,38812,"conserved"
3,0.1,0.6,38814,38814,"conserved"
3,0.1,0.6,38816,38816,"conserved"
3,0.1,0.6,38818,38818,"conserved"
3,0.1,0.6,38820,38820,"conserved"
3,0.1,0.6,38822,38822,"conserved"
3,0.1,0.6,38824,38824,"conserved"
3,0.1,0.6,38826,38826,"conserved"
3,0.1,0.6,38828,38828,"conserved"
3,0.1,0.6,38830,38830,"conserved"
3,0.1,0.6,38832,38832,"conserved"
3,0.1,0.6,38834,38834,"conserved"
3,0.1,0.6,38836,38836,"conserved"
3,0.1,0.6,38838,38838,"conserved"
3,0.1,0.6,38840,38840,"conserved"
3,0.1,0.6,38842,38842,"conserved"
3,0.1,0.6,38844,38844,"conserved"
3,0.1,0.6,38846,38846,"conserved"
3,0.1,0.6,38848,38848,"conserved"
3,0.1,0.6,38850,38850,"conserved"
3,0.1,0.6,38852,38852,"conserved"
3,0.1,0.6,38854,38854,"conserved"
3,0.1,0.6,38856,38856,"conserved"
3,0.1,0.6,38858,38858,"conserved"
3,0.1,0.6,38860,38860,"conserved"
3,0.1,0.6,38862,38862,"conserved"
3,0.1,0.6,38864,38864,"conserved"
3,0.1,0.6,38866,38866,"conserved"
3,0.1,0.6,38868,38868,"conserved"
3,0.1,0.6,38870,38870,"conserved"
3,0.1,0.6,38872,38872,"conserved"
3,0.1,0.6,38874,38874,"conserved"
3,0.1,0.6,38876,38876,"conserved"
3,0.1,0.6,38878,38878,"conserved"
3,0.1,0.6,38880,38880,"conserved"
3,0.1,0.6,38882,38882,"conserved"
3,0.1,0.6,38884,38884,"conserved"
3,0.1,0.6,38886,38886,"conserved"
3,0.1,0.6,38888,38888,"conserved"
3,0.1,0.6,38890,38890,"conserved"
3,0.1,0.6,38892,38892,"conserved"
3,0.1,0.6,38894,38894,"conserved"
3,0.1,0.6,38896,38896,"conserved"
3,0.1,0.6,38898,38898,"conserved"
3,0.1,0.6,38900,38900,"conserved"
3,0.1,0.6,38902,38902,"conserved"
3,0.1,0.6,38904,38904,"conserved"
3,0.1,0.6,38906,38906,"conserved"
3,0.1,0.6,38908,38908,"conserved"
3,0.1,0.6,38910,38910,"conserved"
3,0.1,0.6,38912,38912,"conserved"
3,0.1,0.6,38914,38914,"conserved"
3,0.1,0.6,38916,38916,"conserved"
3,0.1,0.6,38918,38918,"conserved"
3,0.1,0.6,38920,38920,"conserved"
3,0.1,0.6,38922,38922,"conserved"
3,0.1,0.6,38924,38924,"conserved"
3,0.1,0.6,38926,38926,"conserved"
3,0.1,0.6,38928,38928,"conserved"
3,0.1,0.6,38930,38930,"conserved"
3,0.1,0.6,38932,38932,"conserved"
3,0.1,0.6,38934,38934,"conserved"
3,0.1,0.6,38936,38936,"conserved"
3,0.1,0.6,38938,38938,"conserved"
3,0.1,0.6,38940,38940,"conserved"
3,0.1,0.6,38942,38942,"conserved"
3,0.1,0.6,38944,38944,"conserved"
3,0.1,0.6,38946,38946,"conserved"
3,0.1,0.6,38948,38948,"conserved"
3,0.1,0.6,38950,38950,"conserved"
3,0.1,0.6,38952,38952,"conserved"
3,0.1,0.6,38954,38954,"conserved"
3,0.1,0.6,38956,38956,"conserved"
3,0.1,0.6,38958,38958,"conserved"
3,0.1,0.6,38960,38960,"conserved"
3,0.1,0.6,38962,38962,"conserved"
3,0.1,0.6,38964,38964,"conserved"
3,0.1,0.6,38966,38966,"conserved"
3,0.1,0.6,38968,38968,"conserved"
3,0.1,0.6,38970,38970,"conserved"
3,0.1,0.6,38972,38972,"conserved"
3,0.1,0.6,38974,38974,"conserved"
3,0.1,0.6,38976,38976,"conserved"
3,0.1,0.6,38978,38978,"conserved"
3,0.1,0.6,38980,38980,"conserved"
3,0.1,0.6,38982,38982,"conserved"
3,0.1,0.6,38984,38984,"conserved"
3,0.1,0.6,38986,38986,"conserved"
3,0.1,0.6,38988,38988,"conserved"
3,0.1,0.6,38990,38990,"conserved"
3,0.1,0.6,38992,38992,"conserved"
3,0.1,0.6,38994,38994,"conserved"
3,0.1,0.6,38996,38996,"conserved"
3,0.1,0.6,38998,38998,"conserved"
3,0.1,0.6,39000,39000,"conserved"
3,0.1,0.6,39002,39002,"conserved"
3,0.1,0.6,39004,39004,"conserved"
3,0.1,0.6,39006,39006,"conserved"
3,0.1,0.6,39008,39008,"conserved"
3,0.1,0.6,39010,39010,"conserved"
3,0.1,0.6,39012,39012,"conserved"
3,0.1,0.6,39014,39014,"conserved"
3,0.1,0.6,39016,39016,"conserved"
3,0.1,0.6,39018,39018,"conserved"
3,0.1,0.6,39020,39020,"conserved"
3,0.1,0.6,39022,39022,"conserved"
3,0.1,0.6,39024,39024,"conserved"
3,0.1,0.6,39026,39026,"conserved"
3,0.1,0.6,39028,39028,"conserved"
3,0.1,0.6,39030,39030,"conserved"
3,0.1,0.6,39032,39032,"conserved"
3,0.1,0.6,39034,39034,"conserved"
3,0.1,0.6,39036,39036,"conserved"
3,0.1,0.6,39038,39038,"conserved"
3,0.1,0.6,39040,39040,"conserved"
3,0.1,0.6,39042,39042,"conserved"
3,0.1,0.6,39044,39044,"conserved"
3,0.1,0.6,39046,39046,"conserved"
3,0.1,0.6,39048,39048,"conserved"
3,0.1,0.6,39050,39050,"conserved"
3,0.1,0.6,39052,39052,"conserved"
3,0.1,0.6,39054,39054,"conserved"
3,0.1,0.6,39056,39056,"conserved"
3,0.1,0.6,39058,39058,"conserved"
3,0.1,0.6,39060,39060,"conserved"
3,0.1,0.6,39062,39062,"conserved"
3,0.1,0.6,39064,39064,"conserved"
3,0.1,0.6,39066,39066,"conserved"
3,0.1,0.6,39068,39068,"conserved"
3,0.1,0.6,39070,39070,"conserved"
3,0.1,0.6,39072,39072,"conserved"
3,0.1,0.6,39074,39074,"conserved"
3,0.1,0.6,39076,39076,"conserved"
3,0.1,0.6,39078,39078,"conserved"
3,0.1,0.6,39080,39080,"conserved"
3,0.1,0.6,39082,39082,"conserved"
